Task Name,Completed By,Day,Completed,Time,VIP Acct#,Account,Address,City,ST,Zip,Distance,Premise,COT,Chain,On/Off Premise:,Did you speak to the buyer:,Who did you speak with:,CMC Notes:,Buyer Committed (New POD):,Instigated Re-Buy:,SKU #1:,Draft or PKG SKU #1:,QTY of SKU #1:,SKU #2:,Draft or PKG SKU #2:,QTY of SKU #2:,SKU #3:,Draft or PKG SKU #3:,QTY of SKU #3:,SKU #4:,Draft or PKG SKU #4:,QTY of SKU #4:,SKU #5:,Draft or PKG SKU #5:,QTY of SKU #5:,SKU #6:,Draft or PKG SKU #6:,QTY of SKU #6:,Buyer Objection:,Sampled Product:,Staff Education:,Built Display:,Confirmed Display:,Where is the Display:,How Many Cases:,Added POS:,Scheduled a 3rd Party Tasting:,Date of Event/Tasting:,Shelf Optimization:,Cold Space Placement:,Pricing Survey:,Supplier Price:,Competitor #1 Name:,Competitor #1 Price:,Competitor #2 Name:,Competitor #2 Price:,Mispriced Item Correction:,Price Feature Added:,Cold Shelf Photo #1:,Cold Shelf Photo #2:,Competitor Photo #1:,Competitor Photo #2:,Display Photo #1:,Display Photo #2:,Display Photo #3:,Menu Feature Photo #1:,POS Photo #1:,POS Photo #2:,POS Photo #3:,Warm Shelf Photo #1:,Warm Shelf Photo #2:,Other Photo #1:,Other Photo #2:,Other Photo #3:,Removed Damaged/OOC Product:,Executed Event:,Follow up:,Distributor Name:
Jeng,"John Sikes",Fri,20241122,"08:53 PM",4025476,"THE KING BEE LOUNGE","1906 E 12TH ST",AUSTIN,TX,78702,0.0,ON,BAR,INDEPENDENTS,On,YES,AJ,"Spoke to the bar manager (AJ) discussed the brand and their beverage program. They manager said they have not immediate plans to bring on hemp infused beverages but that could change in 2025.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Ritual,"John Sikes",Fri,20241122,"08:52 PM",4025476,"THE KING BEE LOUNGE","1906 E 12TH ST",AUSTIN,TX,78702,0.0,ON,BAR,INDEPENDENTS,On,YES,AJ,"Spoke to the bar manager (AJ) discussed the brand and their beverage program. We discussed their new holiday menu and getting Ritual featured for the n/a cocktail option. We will be touching base on Monday to discuss the cocktail they are considering.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Viva Beverages","Kristin McAdam",Fri,20241122,"08:52 PM",3570275,"R K CONVENIENCE & LIQUORS","141 BROAD ST",WEYMOUTH,MA,02188,0.0,OFF,"SMALL GROCERY STORE",INDEPENDENTS,Off,YES,RK,"Talked to RK on phone and thanked him for bringing in the coconut and told him we have another flavors coming soon.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Natterjack,"John Sikes",Fri,20241122,"08:51 PM",4025476,"THE KING BEE LOUNGE","1906 E 12TH ST",AUSTIN,TX,78702,0.0,ON,BAR,INDEPENDENTS,On,YES,AJ,"Spoke to the bar manager (AJ) discussed the brand and their beverage program. They are interested in having Natterjack featured on their holiday and permanent menu similar to Stay Put. I will connect with the Natterjack team on launching this program.",NO,YES,"NATTERJACK - IRISH WHISKEY 750ML BOTTLE",PKG,1,,,,,,,,,,,,,,,,,YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Ritual,"Charlotte Simons",Fri,20241122,"08:35 PM",3002600,ANVIL,"1424 WESTHEIMER RD STE B",HOUSTON,TX,77006,4.3,ON,BAR,INDEPENDENTS,On,YES,Drew-Purchasing,"Drew let me know that they just launched the new cocktail menu and they have cocktails with our Gin and Aperitif alternatives on there. Im going to stop by next week to support. Yay!",YES,NO,"RITUAL - APERITIF ALTERNATIVE",PKG,1,"RITUAL - GIN ALTERNATIVE",PKG,1,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,YES,,,,,,,,,,,,,,,,,NO,NO,11/26/24,
"Rhinegeist Brewing","Seth Hahn",Fri,20241122,"08:24 PM",2669768,"SCOT MARKET 85","648 THOMPSON LN",NASHVILLE,TN,37204,1.2,OFF,"CONVENIENCE/ GAS","SCOT MARKET",Off,NO,Aiden,"Owner not in but talked about me my company I work for and talked about my brands. Left my info for a future sit down with the owner and buyer.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Garage Beer","Seth Hahn",Fri,20241122,"08:24 PM",2669768,"SCOT MARKET 85","648 THOMPSON LN",NASHVILLE,TN,37204,1.2,OFF,"CONVENIENCE/ GAS","SCOT MARKET",Off,NO,Aiden,"Owner not in but talked about me my company I work for and talked about my brands. Left my info for a future sit down with the owner and buyer.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Fable,"Seth Hahn",Fri,20241122,"08:24 PM",2669768,"SCOT MARKET 85","648 THOMPSON LN",NASHVILLE,TN,37204,1.2,OFF,"CONVENIENCE/ GAS","SCOT MARKET",Off,NO,Aiden,"Owner not in but talked about me my company I work for and talked about my brands. Left my info for a future sit down with the owner and buyer.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
CANN,"Seth Hahn",Fri,20241122,"08:23 PM",2669768,"SCOT MARKET 85","648 THOMPSON LN",NASHVILLE,TN,37204,1.2,OFF,"CONVENIENCE/ GAS","SCOT MARKET",Off,NO,Aiden,"Owner not in but talked about me my company I work for and talked about my brands. Left my info for a future sit down with the owner and buyer.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Fable,"Seth Hahn",Fri,20241122,"08:22 PM",3369542,"NASHVILLE DAILY SPIRITS","708 THOMPSON LN",NASHVILLE,TN,37204,1.5,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,"Sam Davidson","Still no thc bring due to mishap before with another product. Will keep pushing the matter when in the area with Sam",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
CANN,"Seth Hahn",Fri,20241122,"08:22 PM",3369542,"NASHVILLE DAILY SPIRITS","708 THOMPSON LN",NASHVILLE,TN,37204,1.5,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,"Sam Davidson","Still no thc bring due to mishap before with another product. Will keep pushing the matter when in the area with Sam",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Viva Beverages","Kristin McAdam",Fri,20241122,"08:10 PM",2519108,"THE NEXT PAGE","550 BROAD ST","EAST WEYMOUTH",MA,02189,0.0,ON,BAR,INDEPENDENTS,On,YES,Juliet,"Juliet was on bar and we sampled Viva to people at the bar before the Celtics game. Hung signage.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Corpse Reviver","Matt Koch",Fri,20241122,"07:24 PM",4792292,STARGAZER,"979 SPRINGDALE ROAD",AUSTIN,TX,78702,0.2,ON,BAR,INDEPENDENTS,On,YES,Colin,"I had an extended meeting with Colin who is in the process of building his N/A beverage menu. Colin asked for some samples to experiment with n/a cocktails. I will revisit with Colin after Thanksgiving week. Colin plans to launch this menu mid-December.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"High Rise","Matt Koch",Fri,20241122,"07:23 PM",4792292,STARGAZER,"979 SPRINGDALE ROAD",AUSTIN,TX,78702,0.2,ON,BAR,INDEPENDENTS,On,YES,Colin,"I had an extended meeting with Colin who is in the process of building his THC infused beverage menu. Colin asked for some samples to experiment with n/a cocktails. I will revisit with Colin after Thanksgiving week. Colin plans to launch this menu mid-December.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Cantrip,"Matt Koch",Fri,20241122,"07:23 PM",4792292,STARGAZER,"979 SPRINGDALE ROAD",AUSTIN,TX,78702,0.2,ON,BAR,INDEPENDENTS,On,YES,Colin,"I had an extended meeting with Colin who is in the process of building his THC infused beverage menu. Colin asked for some samples to experiment with n/a cocktails. I will revisit with Colin after Thanksgiving week. Colin plans to launch this menu mid-December.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
CANN,"Matt Koch",Fri,20241122,"07:22 PM",4792292,STARGAZER,"979 SPRINGDALE ROAD",AUSTIN,TX,78702,0.2,ON,BAR,INDEPENDENTS,On,YES,Colin,"I had an extended meeting with Colin who is in the process of building his THC infused beverage menu. Colin asked for some samples to experiment with n/a cocktails. We went through the possibilities and Colin tasted all CANN flavors.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Good Boy Vodka","Michael Perillo",Fri,20241122,"07:03 PM",4153963,"THE NORTHERN PUBLIC HOUSE","15415 MAIN ST D101",BOTHELL,WA,98012,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Mandy,"I spoke with Buyer Mandy about good boy vodka, and I dropped off a sample with her. I let her know that good boy donates to their favorite charities for dogs, and every pore helps a pup. I also let her know the good boy is six times distilled and has John Daly is their sponsor and also donate to charities to help veterans. Mandy thanked me for the sample and asked me to follow up with her withi...",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Holidaily,"Michael Perillo",Fri,20241122,"07:03 PM",4153963,"THE NORTHERN PUBLIC HOUSE","15415 MAIN ST D101",BOTHELL,WA,98012,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Mandy,"I spoke with Buyer Mandy about putting a holiday Lee blonde on menu feature. Mandy said shes gonna have to speak with one of the owners about changing up the menu, but she is open to it, she asked me to follow up with her within the next couple of weeks. I spoke with Mandy about the brand and let her know that the holiday liaise, a woman owned and operated brewery at based out of Golden Colorad...",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"One Tree Hard Cider","Michael Perillo",Fri,20241122,"07:03 PM",4153963,"THE NORTHERN PUBLIC HOUSE","15415 MAIN ST D101",BOTHELL,WA,98012,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Mandy,"Spoke with Buyer Mandy about bringing in one tree for new placement on the cider line. I left samples with Mandy, she said shes excited to try the samples. I need to touch base with Mandy a new placement opportunity within the next couple of weeks. Looking for a cider handle here And to get on menu",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Rogue Ales","Michael Perillo",Fri,20241122,"07:03 PM",4153963,"THE NORTHERN PUBLIC HOUSE","15415 MAIN ST D101",BOTHELL,WA,98012,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Mandy,"Spoke with Buyer Mandy about new placement opportunities for rogue, I pitched the new pack Northwest IPA to her. She asked for samples, Ill let Mandy know that I will get her samples of pac nw ipa within the next following couple weeks. She asked me to return within the next 2 to 3 weeks with samples, also I dropped off a sample about Squatch. She said that she will try the sample over the week...",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Ritual,"John Sikes",Fri,20241122,"06:58 PM",4440115,"SUNNYS BACKYARD","3526 E 7TH ST",AUSTIN,TX,78702,0.0,ON,BAR,INDEPENDENTS,On,YES,Charissa,"Spoke to the owner/buyer (Charissa) discussed the brand and their plans for their holiday menu. They wont be incorporating any n/a cocktails this round but we did discuss Dry January menu and Ritual sponsorship opportunities. I will keep following up with their team in then next month.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Natterjack,"John Sikes",Fri,20241122,"06:57 PM",4440115,"SUNNYS BACKYARD","3526 E 7TH ST",AUSTIN,TX,78702,0.0,ON,BAR,INDEPENDENTS,On,YES,Charissa,"Spoke to the owner/buyer (Charissa) discussed the brand and their programming for the holiday season. Im working on getting Natterjack featured on the holiday menu and will be connecting with their team early next week before they print menus. They will have the bar and patio decorated for Christmas and promoting it on social media channels.",NO,NO,,,,,,,,,,,,,,,,,,,,YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,YES,,,,,,,,,,,,,,"Has Picture",,,NO,NO,,
"City Orchard","John Sikes",Fri,20241122,"06:54 PM",4440115,"SUNNYS BACKYARD","3526 E 7TH ST",AUSTIN,TX,78702,0.0,ON,BAR,INDEPENDENTS,On,YES,Charissa,"Spoke to the owner/buyer (Charissa) discussed the brand and sampled the cranberry vanilla seasonal. The buyer likes the seasonal but just ordered 3 kegs of Mr. Green. Im going to get with the Dynamo rep about switching up the order to add a Cranberry Vanilla keg.",NO,YES,"CITY ORCHARD - MR. GREEN 1/6 BBL",Draft,3,,,,,,,,,,,,,,,,,YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,YES,,,,,,,,,,,,,,,,,NO,NO,,
Holidaily,"Celeste Carle",Fri,20241122,"06:51 PM",4688129,"MAPLE HOUSE","198 W BOSTON ST",CHANDLER,AZ,85224,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,"Madi Glass","I had another meeting with Mady the GM and we are all set to go for the anniversary party party in two weeks. She has inventory of Buckwit and favorite blonde still as long as some fat Randy. She is going to potentially bring in some draft for the event but will reach out and let me know.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,"Has Picture",,,,,,,,,,,,,,,,NO,NO,,
Holidaily,"Michael Perillo",Fri,20241122,"06:49 PM",3229659,"EMORYS ON SILVER LAKE","11830 19TH AVE SE",EVERETT,WA,98208,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Scott,"Very briefly spoke with Scott and dropped off a sample with him. we briefly spoke about the brand and about the distributor net work, Scott asked me to follow up with them within the next two weeks preferably on a Wednesday around 1:00 PM To speak with him about new placement opportunities.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"One Tree Hard Cider","Michael Perillo",Fri,20241122,"06:49 PM",3229659,"EMORYS ON SILVER LAKE","11830 19TH AVE SE",EVERETT,WA,98208,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Scott,"Very briefly spoke with Scott and dropped off a sample with him. we briefly spoke about the brand and about the distributor net work, Scott asked me to follow up with them within the next two weeks preferably on a Wednesday around 1:00 PM To speak with him about new placement opportunities.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Rogue Ales","Michael Perillo",Fri,20241122,"06:49 PM",3229659,"EMORYS ON SILVER LAKE","11830 19TH AVE SE",EVERETT,WA,98208,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Scott,"Very briefly spoke with Scott and dropped off a sample with him. we briefly spoke about the brand and about the distributor net work, Scott asked me to follow up with them within the next two weeks preferably on a Wednesday around 1:00 PM To speak with him about new placement opportunities.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/11/24,
"Good Boy Vodka","Michael Perillo",Fri,20241122,"06:49 PM",3229659,"EMORYS ON SILVER LAKE","11830 19TH AVE SE",EVERETT,WA,98208,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Scott,"Very briefly spoke with Scott and dropped off a sample with him. we briefly spoke about the brand and about the distributor net work, Scott asked me to follow up with them within the next two weeks preferably on a Wednesday around 1:00 PM To speak with him about new placement opportunities.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
DELTA,"Jim Javenkoski",Fri,20241122,"06:18 PM",3141885,"GOLDEN LEAF LIQUORS","3652 W IRVING PARK RD",CHICAGO,IL,60618,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Bobby,"Met with Bobby (Manager) after checking the shelf stock where there is a large selection of THC multi-packs merchandised on a warm shelf near the beer cooler (see photo). He referred me to Sky (Owner) who makes the purchasing decisions for all new THC brands. I will attempt to meet with Sky at one of his other 5 stores during the week of 12/2.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,"Has Picture",,,,,NO,NO,,
Cantrip,"Jim Javenkoski",Fri,20241122,"06:18 PM",3141885,"GOLDEN LEAF LIQUORS","3652 W IRVING PARK RD",CHICAGO,IL,60618,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Bobby,"Met with Bobby (Manager) after checking the THC set where there are 4 4-pk units each of Blackberry Lavender Seltzer & Lemon Basil Seltzer ($14.99 each) and 4 4-pk units each of Cola, 10 mg Orange Soda and 10 mg Root Beer ($30.99 each) now placed in knee-level slots on a warm shelf near the beer cooler (see photos). I will make a return visit during the week of 12/2 to monitor sales movement.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,"Has Picture","Has Picture",,,,NO,NO,,
Ritual,"Ellie Miller",Fri,20241122,"06:12 PM",2453939,"ALPINE WINE AND SPIRITS","2109 FRONTAGE RD WH",VAIL,CO,81657,29.2,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Tony,"I met Tony at the SGWS event and he said that they are a very seasonal spot because theyre in Vail. He is very familiar with the big NA movement and thinks it will do well. He gave me his contact info and I will follow up via text to set up a time to meet with him.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Garage Beer","Jim Javenkoski",Fri,20241122,"06:12 PM",3141885,"GOLDEN LEAF LIQUORS","3652 W IRVING PARK RD",CHICAGO,IL,60618,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Bobby,"Met with Bobby (Manager) after checking the shelf stock where there are 2 units of Lime 6-pks and 4 units of Light 6-pks ($8.99 each) remaining in the bottom shelf behind cooler door #8 (see photos). I will make a return visit during the week of 12/2 to monitor sales movement.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,"Has Picture","Has Picture",,,,,,,,,,,,,,,NO,NO,,
